回国	回國	"<span class=""pinYinWrapper""><span class=""t2"">huí</span> <span class=""t2"">guó</span></span>"	"<span class=""zhuyin"">ㄏㄨㄟˊ ㄍㄨㄛˊ</span>"	[sound:cmn-回国.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">回</span><span class=""char-tone2"">国</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone2"">回</span><span class=""char-tone2"">國</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">huí</span> <span class=""t2"">guó</span></span></div><span class=""zhuyin"">ㄏㄨㄟˊ ㄍㄨㄛˊ</span><div class=""meaning""><ul><li>to return to one's home country</li></ul></div>"
开机	開機	"<span class=""pinYinWrapper""><span class=""t1"">kāi</span> <span class=""t1"">jī</span></span>"	"<span class=""zhuyin"">ㄎㄞ ㄐㄧ</span>"	[sound:cmn-开机.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">开</span><span class=""char-tone1"">机</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">開</span><span class=""char-tone1"">機</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">kāi</span> <span class=""t1"">jī</span></span></div><span class=""zhuyin"">ㄎㄞ ㄐㄧ</span><div class=""meaning""><ul><li>to start an engine</li><li> to boot up (a computer)</li><li> to press Ctrl-Alt-Delete</li><li> to begin shooting a film or TV show</li></ul></div>"
送到	送到	"<span class=""pinYinWrapper""><span class=""t4"">sòng</span><span class=""t4"">dào</span></span>"	"<span class=""zhuyin"">ㄙㄨㄥˋ ㄉㄠˋ</span>"	[sound:cmn-送到.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">送</span><span class=""char-tone4"">到</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">sòng</span><span class=""t4"">dào</span></span></div><span class=""zhuyin"">ㄙㄨㄥˋ ㄉㄠˋ</span><div class=""meaning""><ul><li>Deliver</li></ul></div>"
住房	住房	"<span class=""pinYinWrapper""><span class=""t4"">zhù</span> <span class=""t2"">fáng</span></span>"	"<span class=""zhuyin"">ㄓㄨˋ ㄈㄤˊ</span>"	[sound:cmn-住房.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">住</span><span class=""char-tone2"">房</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">zhù</span> <span class=""t2"">fáng</span></span></div><span class=""zhuyin"">ㄓㄨˋ ㄈㄤˊ</span><div class=""meaning""><ul><li>housing</li></ul></div>"
爬山	爬山	"<span class=""pinYinWrapper""><span class=""t2"">pá</span> <span class=""t1"">shān</span></span>"	"<span class=""zhuyin"">ㄆㄚˊ ㄕㄢ</span>"	[sound:cmn-爬山.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">爬</span><span class=""char-tone1"">山</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">pá</span> <span class=""t1"">shān</span></span></div><span class=""zhuyin"">ㄆㄚˊ ㄕㄢ</span><div class=""meaning""><ul><li>to climb a mountain</li><li> to mountaineer</li><li> hiking</li><li> mountaineering</li></ul></div>"
常用	常用	"<span class=""pinYinWrapper""><span class=""t2"">cháng</span> <span class=""t4"">yòng</span></span>"	"<span class=""zhuyin"">ㄔㄤˊ ㄩㄥˋ</span>"	[sound:cmn-常用.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">常</span><span class=""char-tone4"">用</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">cháng</span> <span class=""t4"">yòng</span></span></div><span class=""zhuyin"">ㄔㄤˊ ㄩㄥˋ</span><div class=""meaning""><ul><li>in common usage</li></ul></div>"
黑板	黑板	"<span class=""pinYinWrapper""><span class=""t1"">hēi</span> <span class=""t3"">bǎn</span></span>"	"<span class=""zhuyin"">ㄏㄟ ㄅㄢˇ</span>"	[sound:cmn-黑板.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">黑</span><span class=""char-tone3"">板</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">hēi</span> <span class=""t3"">bǎn</span></span></div><span class=""zhuyin"">ㄏㄟ ㄅㄢˇ</span><div class=""meaning""><ul><li>blackboard</li><li> CL:塊|块[kuai4],個|个[ge4]</li></ul></div>"
叫作	叫作	"<span class=""pinYinWrapper""><span class=""t4"">jiào</span> <span class=""t4"">zuò</span></span>"	"<span class=""zhuyin"">ㄐㄧㄠˋ ㄗㄨㄛˋ</span>"	[sound:cmn-叫作.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">叫</span><span class=""char-tone4"">作</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">jiào</span> <span class=""t4"">zuò</span></span></div><span class=""zhuyin"">ㄐㄧㄠˋ ㄗㄨㄛˋ</span><div class=""meaning""><ul><li>to call</li><li> to be called</li></ul></div>"
东南	東南	"<span class=""pinYinWrapper""><span class=""t1"">dōng</span> <span class=""t2"">nán</span></span>"	"<span class=""zhuyin"">ㄉㄨㄥ ㄋㄢˊ</span>"	[sound:cmn-东南.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">东</span><span class=""char-tone2"">南</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">東</span><span class=""char-tone2"">南</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">dōng</span> <span class=""t2"">nán</span></span></div><span class=""zhuyin"">ㄉㄨㄥ ㄋㄢˊ</span><div class=""meaning""><ul><li>southeast</li></ul></div>"
组长	組長	"<span class=""pinYinWrapper""><span class=""t3"">zǔ</span> <span class=""t3"">zhǎng</span></span>"	"<span class=""zhuyin"">ㄗㄨˇ ㄓㄤˇ</span>"	[sound:cmn-组长.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">组</span><span class=""char-tone3"">长</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone3"">組</span><span class=""char-tone3"">長</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">zǔ</span> <span class=""t3"">zhǎng</span></span></div><span class=""zhuyin"">ㄗㄨˇ ㄓㄤˇ</span><div class=""meaning""><ul><li>group leader</li></ul></div>"
斤	斤	"<span class=""pinYinWrapper""><span class=""t1"">jīn</span></span>"	"<span class=""zhuyin"">ㄐㄧㄣ</span>"	[sound:cmn-斤.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">斤</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">jīn</span></span></div><span class=""zhuyin"">ㄐㄧㄣ</span><div class=""meaning""><ul><li>catty</li><li> weight equal to 0.5 kg</li><li> (Tw) weight equal to 0.6 kg</li></ul></div>"
行人	行人	"<span class=""pinYinWrapper""><span class=""t2"">xíng</span> <span class=""t2"">rén</span></span>"	"<span class=""zhuyin"">ㄒㄧㄥˊ ㄖㄣˊ</span>"	[sound:cmn-行人.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">行</span><span class=""char-tone2"">人</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">xíng</span> <span class=""t2"">rén</span></span></div><span class=""zhuyin"">ㄒㄧㄥˊ ㄖㄣˊ</span><div class=""meaning""><ul><li>pedestrian</li><li> traveler on foot</li><li> passer-by</li><li> official responsible for arranging audiences with the emperor</li></ul></div>"
交朋友	交朋友	"<span class=""pinYinWrapper""><span class=""t1"">jiāo</span> <span class=""t2"">péng</span> <span class=""t0"">you</span></span>"	"<span class=""zhuyin"">ㄐㄧㄠ ㄆㄥˊ ㄧㄡ˙</span>"	[sound:cmn-交朋友.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">交</span><span class=""char-tone2"">朋</span><span class=""char-tone0"">友</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">jiāo</span> <span class=""t2"">péng</span> <span class=""t0"">you</span></span></div><span class=""zhuyin"">ㄐㄧㄠ ㄆㄥˊ ㄧㄡ˙</span><div class=""meaning""><ul><li>to make friends</li><li> (dialect) to start an affair with sb</li></ul></div>"
晴	晴	"<span class=""pinYinWrapper""><span class=""t2"">qíng</span></span>"	"<span class=""zhuyin"">ㄑㄧㄥˊ</span>"	[sound:cmn-晴.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">晴</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">qíng</span></span></div><span class=""zhuyin"">ㄑㄧㄥˊ</span><div class=""meaning""><ul><li>clear</li><li> fine (weather)</li></ul></div>"
药水	藥水	"<span class=""pinYinWrapper""><span class=""t4"">Yào</span> <span class=""t3"">shuǐ</span></span>, <span class=""pinYinWrapper""><span class=""t4"">yào</span> <span class=""t3"">shuǐ</span></span>"	"<span class=""zhuyin"">ㄧㄠˋ ㄕㄨㄟˇ</span>"	[sound:cmn-药水.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">药</span><span class=""char-tone3"">水</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">藥</span><span class=""char-tone3"">水</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">Yào</span> <span class=""t3"">shuǐ</span></span></div><span class=""zhuyin"">ㄧㄠˋ ㄕㄨㄟˇ</span><div class=""meaning""><ul><li>Yaksu in North Korea, near the border with Liaoning and Jiling province</li></ul></div><div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">药</span><span class=""char-tone3"">水</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">藥</span><span class=""char-tone3"">水</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">yào</span> <span class=""t3"">shuǐ</span></span></div><span class=""zhuyin"">ㄧㄠˋ ㄕㄨㄟˇ</span><div class=""meaning""><ul><li>medicine in liquid form</li><li> bottled medicine</li><li> lotion</li></ul></div>"
作文	作文	"<span class=""pinYinWrapper""><span class=""t4"">zuò</span> <span class=""t2"">wén</span></span>"	"<span class=""zhuyin"">ㄗㄨㄛˋ ㄨㄣˊ</span>"	[sound:cmn-作文.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">作</span><span class=""char-tone2"">文</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">zuò</span> <span class=""t2"">wén</span></span></div><span class=""zhuyin"">ㄗㄨㄛˋ ㄨㄣˊ</span><div class=""meaning""><ul><li>to write an essay</li><li> composition (student essay)</li><li> CL:篇[pian1]</li></ul></div>"
饭馆	飯館	"<span class=""pinYinWrapper""><span class=""t4"">fàn</span> <span class=""t3"">guǎn</span></span>"	"<span class=""zhuyin"">ㄈㄢˋ ㄍㄨㄢˇ</span>"	[sound:cmn-饭馆.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">饭</span><span class=""char-tone3"">馆</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">飯</span><span class=""char-tone3"">館</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">fàn</span> <span class=""t3"">guǎn</span></span></div><span class=""zhuyin"">ㄈㄢˋ ㄍㄨㄢˇ</span><div class=""meaning""><ul><li>restaurant</li><li> CL:家[jia1]</li></ul></div>"
音节	音節	"<span class=""pinYinWrapper""><span class=""t1"">yīn</span> <span class=""t2"">jié</span></span>"	"<span class=""zhuyin"">ㄧㄣ ㄐㄧㄝˊ</span>"	[sound:cmn-音节.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">音</span><span class=""char-tone2"">节</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">音</span><span class=""char-tone2"">節</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">yīn</span> <span class=""t2"">jié</span></span></div><span class=""zhuyin"">ㄧㄣ ㄐㄧㄝˊ</span><div class=""meaning""><ul><li>syllable</li></ul></div>"
零下	零下	"<span class=""pinYinWrapper""><span class=""t2"">líng</span> <span class=""t4"">xià</span></span>"	"<span class=""zhuyin"">ㄌㄧㄥˊ ㄒㄧㄚˋ</span>"	[sound:cmn-零下.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">零</span><span class=""char-tone4"">下</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">líng</span> <span class=""t4"">xià</span></span></div><span class=""zhuyin"">ㄌㄧㄥˊ ㄒㄧㄚˋ</span><div class=""meaning""><ul><li>below zero</li></ul></div>"
排球	排球	"<span class=""pinYinWrapper""><span class=""t2"">pái</span> <span class=""t2"">qiú</span></span>"	"<span class=""zhuyin"">ㄆㄞˊ ㄑㄧㄡˊ</span>"	[sound:cmn-排球.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">排</span><span class=""char-tone2"">球</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">pái</span> <span class=""t2"">qiú</span></span></div><span class=""zhuyin"">ㄆㄞˊ ㄑㄧㄡˊ</span><div class=""meaning""><ul><li>volleyball</li><li> CL:個|个[ge4]</li></ul></div>"
饺子	餃子	"<span class=""pinYinWrapper""><span class=""t3"">jiǎo</span> <span class=""t0"">zi</span></span>"	"<span class=""zhuyin"">ㄐㄧㄠˇ ㄗ˙</span>"	[sound:cmn-饺子.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">饺</span><span class=""char-tone0"">子</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone3"">餃</span><span class=""char-tone0"">子</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">jiǎo</span> <span class=""t0"">zi</span></span></div><span class=""zhuyin"">ㄐㄧㄠˇ ㄗ˙</span><div class=""meaning""><ul><li>dumpling</li><li> pot-sticker</li><li> CL:個|个[ge4],隻|只[zhi1]</li></ul></div>"
晴天	晴天	"<span class=""pinYinWrapper""><span class=""t2"">qíng</span> <span class=""t1"">tiān</span></span>"	"<span class=""zhuyin"">ㄑㄧㄥˊ ㄊㄧㄢ</span>"	[sound:cmn-晴天.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">晴</span><span class=""char-tone1"">天</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">qíng</span> <span class=""t1"">tiān</span></span></div><span class=""zhuyin"">ㄑㄧㄥˊ ㄊㄧㄢ</span><div class=""meaning""><ul><li>clear sky</li><li> sunny day</li></ul></div>"
走进	走進	"<span class=""pinYinWrapper""><span class=""t3"">zǒu</span> <span class=""t4"">jìn</span></span>"	"<span class=""zhuyin"">ㄗㄡˇ ㄐㄧㄣˋ</span>"	[sound:cmn-走进.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">走</span><span class=""char-tone4"">进</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone3"">走</span><span class=""char-tone4"">進</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">zǒu</span> <span class=""t4"">jìn</span></span></div><span class=""zhuyin"">ㄗㄡˇ ㄐㄧㄣˋ</span><div class=""meaning""><ul><li>to enter</li></ul></div>"
流利	流利	"<span class=""pinYinWrapper""><span class=""t2"">liú</span> <span class=""t4"">lì</span></span>"	"<span class=""zhuyin"">ㄌㄧㄡˊ ㄌㄧˋ</span>"	[sound:cmn-流利.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">流</span><span class=""char-tone4"">利</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">liú</span> <span class=""t4"">lì</span></span></div><span class=""zhuyin"">ㄌㄧㄡˊ ㄌㄧˋ</span><div class=""meaning""><ul><li>fluent</li></ul></div>"
问路	問路	"<span class=""pinYinWrapper""><span class=""t4"">wèn</span> <span class=""t4"">lù</span></span>"	"<span class=""zhuyin"">ㄨㄣˋ ㄌㄨˋ</span>"	[sound:cmn-问路.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">问</span><span class=""char-tone4"">路</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">問</span><span class=""char-tone4"">路</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">wèn</span> <span class=""t4"">lù</span></span></div><span class=""zhuyin"">ㄨㄣˋ ㄌㄨˋ</span><div class=""meaning""><ul><li>to ask for directions</li><li> to ask the way (to some place)</li></ul></div>"
难听	難聽	"<span class=""pinYinWrapper""><span class=""t2"">nán</span> <span class=""t1"">tīng</span></span>"	"<span class=""zhuyin"">ㄋㄢˊ ㄊㄧㄥ</span>"	[sound:cmn-难听.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">难</span><span class=""char-tone1"">听</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone2"">難</span><span class=""char-tone1"">聽</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">nán</span> <span class=""t1"">tīng</span></span></div><span class=""zhuyin"">ㄋㄢˊ ㄊㄧㄥ</span><div class=""meaning""><ul><li>unpleasant to hear</li><li> coarse</li><li> vulgar</li><li> offensive</li><li> shameful</li></ul></div>"
一点点	一點點	"<span class=""pinYinWrapper""><span class=""t1"">yī</span> <span class=""t3"">diǎn</span> <span class=""t3"">diǎn</span></span>"	"<span class=""zhuyin"">ㄧ ㄉㄧㄢˇ ㄉㄧㄢˇ</span>"	[sound:cmn-一点点.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">一</span><span class=""char-tone3"">点</span><span class=""char-tone3"">点</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">一</span><span class=""char-tone3"">點</span><span class=""char-tone3"">點</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">yī</span> <span class=""t3"">diǎn</span> <span class=""t3"">diǎn</span></span></div><span class=""zhuyin"">ㄧ ㄉㄧㄢˇ ㄉㄧㄢˇ</span><div class=""meaning""><ul><li>a little bit</li></ul></div>"
词典	詞典	"<span class=""pinYinWrapper""><span class=""t2"">cí</span> <span class=""t3"">diǎn</span></span>"	"<span class=""zhuyin"">ㄘˊ ㄉㄧㄢˇ</span>"	[sound:cmn-词典.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">词</span><span class=""char-tone3"">典</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone2"">詞</span><span class=""char-tone3"">典</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">cí</span> <span class=""t3"">diǎn</span></span></div><span class=""zhuyin"">ㄘˊ ㄉㄧㄢˇ</span><div class=""meaning""><ul><li>dictionary (of Chinese compound words)</li><li> also written 辭典|辞典[ci2 dian3]</li><li> CL:部[bu4],本[ben3]</li></ul></div>"
方便面	方便麵	"<span class=""pinYinWrapper""><span class=""t1"">fāng</span> <span class=""t4"">biàn</span> <span class=""t4"">miàn</span></span>"	"<span class=""zhuyin"">ㄈㄤ ㄅㄧㄢˋ ㄇㄧㄢˋ</span>"	[sound:cmn-方便面.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">方</span><span class=""char-tone4"">便</span><span class=""char-tone4"">面</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">方</span><span class=""char-tone4"">便</span><span class=""char-tone4"">麵</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">fāng</span> <span class=""t4"">biàn</span> <span class=""t4"">miàn</span></span></div><span class=""zhuyin"">ㄈㄤ ㄅㄧㄢˋ ㄇㄧㄢˋ</span><div class=""meaning""><ul><li>instant noodles</li></ul></div>"
普通话	普通話	"<span class=""pinYinWrapper""><span class=""t3"">pǔ</span> <span class=""t1"">tōng</span> <span class=""t4"">huà</span></span>"	"<span class=""zhuyin"">ㄆㄨˇ ㄊㄨㄥ ㄏㄨㄚˋ</span>"	[sound:cmn-普通话.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">普</span><span class=""char-tone1"">通</span><span class=""char-tone4"">话</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone3"">普</span><span class=""char-tone1"">通</span><span class=""char-tone4"">話</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">pǔ</span> <span class=""t1"">tōng</span> <span class=""t4"">huà</span></span></div><span class=""zhuyin"">ㄆㄨˇ ㄊㄨㄥ ㄏㄨㄚˋ</span><div class=""meaning""><ul><li>Mandarin (common language)</li><li> Putonghua (common speech of the Chinese language)</li><li> ordinary speech</li></ul></div>"
千克	千克	"<span class=""pinYinWrapper""><span class=""t1"">qiān</span> <span class=""t4"">kè</span></span>"	"<span class=""zhuyin"">ㄑㄧㄢ ㄎㄜˋ</span>"	[sound:cmn-千克.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">千</span><span class=""char-tone4"">克</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">qiān</span> <span class=""t4"">kè</span></span></div><span class=""zhuyin"">ㄑㄧㄢ ㄎㄜˋ</span><div class=""meaning""><ul><li>kilogram</li></ul></div>"
午睡	午睡	"<span class=""pinYinWrapper""><span class=""t3"">wǔ</span> <span class=""t4"">shuì</span></span>"	"<span class=""zhuyin"">ㄨˇ ㄕㄨㄟˋ</span>"	[sound:cmn-午睡.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">午</span><span class=""char-tone4"">睡</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">wǔ</span> <span class=""t4"">shuì</span></span></div><span class=""zhuyin"">ㄨˇ ㄕㄨㄟˋ</span><div class=""meaning""><ul><li>to take a nap</li><li> siesta</li></ul></div>"
听讲	聽講	"<span class=""pinYinWrapper""><span class=""t1"">tīng</span> <span class=""t3"">jiǎng</span></span>"	"<span class=""zhuyin"">ㄊㄧㄥ ㄐㄧㄤˇ</span>"	[sound:cmn-听讲.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone1"">听</span><span class=""char-tone3"">讲</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone1"">聽</span><span class=""char-tone3"">講</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t1"">tīng</span> <span class=""t3"">jiǎng</span></span></div><span class=""zhuyin"">ㄊㄧㄥ ㄐㄧㄤˇ</span><div class=""meaning""><ul><li>to attend a lecture</li><li> to listen to a talk</li></ul></div>"
前年	前年	"<span class=""pinYinWrapper""><span class=""t2"">qián</span> <span class=""t2"">nián</span></span>"	"<span class=""zhuyin"">ㄑㄧㄢˊ ㄋㄧㄢˊ</span>"	[sound:cmn-前年.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">前</span><span class=""char-tone2"">年</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">qián</span> <span class=""t2"">nián</span></span></div><span class=""zhuyin"">ㄑㄧㄢˊ ㄋㄧㄢˊ</span><div class=""meaning""><ul><li>the year before last</li></ul></div>"
拿出	拿出	"<span class=""pinYinWrapper""><span class=""t2"">ná</span> <span class=""t1"">chū</span></span>"	"<span class=""zhuyin"">ㄋㄚˊ ㄔㄨ</span>"	[sound:cmn-拿出.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">拿</span><span class=""char-tone1"">出</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">ná</span> <span class=""t1"">chū</span></span></div><span class=""zhuyin"">ㄋㄚˊ ㄔㄨ</span><div class=""meaning""><ul><li>to take out</li><li> to put out</li><li> to provide</li><li> to put forward (a proposal)</li><li> to come up with (evidence)</li></ul></div>"
晚报	晚報	"<span class=""pinYinWrapper""><span class=""t3"">wǎn</span> <span class=""t4"">bào</span></span>"	"<span class=""zhuyin"">ㄨㄢˇ ㄅㄠˋ</span>"	[sound:cmn-晚报.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone3"">晚</span><span class=""char-tone4"">报</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone3"">晚</span><span class=""char-tone4"">報</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t3"">wǎn</span> <span class=""t4"">bào</span></span></div><span class=""zhuyin"">ㄨㄢˇ ㄅㄠˋ</span><div class=""meaning""><ul><li>evening newspaper</li><li> (in a newspaper's name) Evening News</li></ul></div>"
过年	過年	"<span class=""pinYinWrapper""><span class=""t4"">guò</span> <span class=""t2"">nián</span></span>"	"<span class=""zhuyin"">ㄍㄨㄛˋ ㄋㄧㄢˊ</span>"	[sound:cmn-过年.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">过</span><span class=""char-tone2"">年</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">過</span><span class=""char-tone2"">年</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">guò</span> <span class=""t2"">nián</span></span></div><span class=""zhuyin"">ㄍㄨㄛˋ ㄋㄧㄢˊ</span><div class=""meaning""><ul><li>to celebrate the Chinese New Year</li></ul></div>"
全年	全年	"<span class=""pinYinWrapper""><span class=""t2"">quán</span> <span class=""t2"">nián</span></span>"	"<span class=""zhuyin"">ㄑㄩㄢˊ ㄋㄧㄢˊ</span>"	[sound:cmn-全年.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone2"">全</span><span class=""char-tone2"">年</span></span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t2"">quán</span> <span class=""t2"">nián</span></span></div><span class=""zhuyin"">ㄑㄩㄢˊ ㄋㄧㄢˊ</span><div class=""meaning""><ul><li>the whole year</li><li> all year long</li></ul></div>"
干活儿	幹活兒	"<span class=""pinYinWrapper""><span class=""t4"">gàn</span> <span class=""t2"">huó</span><span class=""t0"">r</span></span>"	"<span class=""zhuyin"">ㄍㄢˋ ㄏㄨㄛˊ ㄦ˙</span>"	[sound:cmn-干活儿.mp3]	"<div class=""char""><span id=""char-sim-id""><span class=""char-tone4"">干</span><span class=""char-tone2"">活</span><span class=""char-tone0"">儿</span></span><span class=""sep"">〔</span><span id=""char-trad-id""><span class=""char-tone4"">幹</span><span class=""char-tone2"">活</span><span class=""char-tone0"">兒</span></span><span class=""sep"">〕</span></div><div class=""pinyin""><span class=""pinYinWrapper""><span class=""t4"">gàn</span> <span class=""t2"">huó</span><span class=""t0"">r</span></span></div><span class=""zhuyin"">ㄍㄢˋ ㄏㄨㄛˊ ㄦ˙</span><div class=""meaning""><ul><li>to work</li><li> manual labor</li></ul></div>"
